feature,importance
team_engagement_score,0.1841217351215713
meeting_to_work_ratio,0.13168657471118286
work_life_balance_score,0.12343906445065934
meeting_hours,0.09626575626275678
daily_active_hours,0.05251809861756391
overtime_hours,0.044631591604779974
weekend_work_hours,0.01911995670145629
work_hours_per_day,0.018557009849479725
response_rate,0.01707012338464711
task_switching_rate,0.016309401706986127
tool_switch_frequency,0.01546102738026208
new_technologies_learned,0.014270604682642537
bugs_fixed,0.011035738794103299
hours_logged,0.011031159479902476
focus_time_hours,0.011011165245097482
average_message_length,0.010920185783609699
skill_utilization_score,0.01009062260444536
dependency_wait_time_hours,0.009668781771559314
decision_making_authority_score,0.008988168345827142
meeting_preparation_score,0.008609771724336013
documentation_quality_score,0.007477187610460667
morning_productivity_score,0.007296956585885461
status_away_percentage,0.007068958221035459
avg_task_completion_time,0.007057010582616948
response_time_minutes,0.006895268867366841
code_commit_consistency,0.006548678496015281
self_directed_work_percentage,0.006480003341358813
urgent_tasks_percentage,0.006293685609761697
document_edits,0.006201211985051544
status_busy_percentage,0.005989087422493998
task_completion_rate,0.005952413099328361
meeting_acceptance_rate,0.00588906340473782
meeting_participation_score,0.00582553979043542
feedback_received_count,0.005273218405577489
sentiment_email_score,0.00431649048490391
quality_score,0.004231762886926568
code_review_comments_received,0.0038975112219397853
attendance_rate,0.0038907158432713433
new_ideas_proposed,0.0038473304472282947
messages_sent,0.003675214835121891
afternoon_productivity_score,0.0035357338420931
process_compliance_score,0.0035186851497172574
work_pattern_consistency,0.0035043879441685796
lunch_break_minutes,0.00344294888060677
meetings_per_week,0.003432549581787705
message_after_hours_ratio,0.0031814998035866226
initiative_score,0.002774649581151303
tools_used,0.0027621347452235472
email_response_time,0.002460948897357081
commits_per_week,0.002415726610006646
email_after_hours_ratio,0.0021692375502370227
code_review_time_hours,0.0019123343819726156
context_switches_per_day,0.0017932268330033963
biometric_match_score,0.001766157693207425
sentiment_chat_score,0.0016876886771548466
tasks_completed_per_week,0.0015992264584171957
punctuality_score,0.0015597798655462593
bugs_reported,0.0014896837749185077
shared_files,0.0013984889890641733
training_hours,0.0013911363830828966
avg_first_response_time_hours,0.0013626340257063268
team_size,0.0013157571058602332
average_email_length,0.0012798443655740533
concurrent_tasks,0.001256994208705038
blocked_time_hours,0.0012430298430958948
collaboration_score,0.0011680396720119503
unique_contacts_per_week,0.001164078723996898
experience_years,0.001075556614001454
avg_pr_size_lines,0.0010058093322483199
emails_received,0.0009462213210623461
days_off_taken,0.0009305398978557506
documentation_contributions,0.0008237427557649308
emails_sent,0.0008165048698299813
task_velocity,0.0008123857574672789
peer_interaction_frequency,0.0007778365844140874
github_pr_merge_time,0.0007104771139321979
messages_received,0.0006920596654008386
status_available_percentage,0.0006592890999082858
pr_merge_rate,0.000552994966708325
mentor_hours_per_week,0.0005190122346339723
projects_active,0.0005030959530526551
after_hours_activity_ratio,0.0004581783102605206
role_Developer,0.00045504950429795405
interruptions_per_day,0.00038570547540725764
voluntary_contributions,0.00036769555535198583
knowledge_base_contributions,0.0003419553427747484
informal_chats_per_week,0.0003415911241788167
age,0.0002817402442863704
after_hours_emails,0.0002481482370809492
tasks_completed_early,0.00023617918549037687
sick_days,0.00013791080422336148
feedback_given_count,0.00012238876714519922
late_arrivals,9.190679397850046e-05
deep_work_blocks,7.839874879544627e-05
communication_balance,6.328927633788547e-05
after_hours_messages,2.4050115014614242e-05
refactoring_commits,2.2114647234653502e-05
reactions_given,1.650101875426321e-05
tasks_assigned,1.2197314668889492e-06
role_Manager,0.0
role_QA Engineer,0.0
days_worked_per_week,0.0
role_Designer,0.0
coffee_breaks_per_day,0.0
role_Senior Developer,0.0
experiments_run,0.0
declined_meetings,0.0
prs_created,0.0
prs_reviewed,0.0
overdue_tasks,0.0
one_on_ones_conducted,0.0
deliverables_completed,0.0
cross_team_interactions,0.0
role_Tech Lead,0.0
